 VARIABLES = X,Y,Z,S11,S22,S33,S12,S13,S23
 ZONE, T="0.1000D+01" F=FEPOINT, I=   12 J=    2 ET=BRICK
   0.2350000000E+01   0.0000000000E+00  -0.9507176280E-16   0.4952908285E+02  -0.7882353511E-05  -0.7882353511E-05  -0.1414949784E-14  -0.2496954929E-14   0.9163049210E-15
   0.2350000000E+01   0.6576908958E+00   0.3752450243E-16   0.4952908285E+02  -0.7882353510E-05  -0.7882353509E-05   0.1879508351E-14  -0.9129369783E-16  -0.5948885208E-15
   0.0000000000E+00   0.6576908958E+00   0.5151837574E-17   0.4952908285E+02  -0.7882354039E-05  -0.7882354038E-05   0.3809788694E-14   0.9142137726E-15  -0.6726614379E-16
   0.0000000000E+00   0.0000000000E+00   0.6576908958E+00   0.4952908285E+02  -0.7882354034E-05  -0.7882354036E-05   0.3359874866E-15   0.1606356080E-14   0.4131140927E-15
   0.2350000000E+01   0.0000000000E+00   0.6576908958E+00   0.4952908285E+02  -0.7882353565E-05  -0.7882353564E-05  -0.3739051485E-15  -0.2038766260E-14   0.4357639313E-15
   0.2350000000E+01   0.6576908958E+00   0.6576908958E+00   0.4952908284E+02  -0.7882353897E-05  -0.7882353897E-05  -0.1533405294E-14   0.1724736446E-14  -0.1075429510E-14
   0.0000000000E+00   0.6576908958E+00   0.6576908958E+00   0.4952908284E+02  -0.7882353191E-05  -0.7882353190E-05  -0.1419977773E-14   0.1162491482E-14   0.4235683221E-15
   0.4700000000E+01   0.0000000000E+00  -0.8681034034E-16   0.4952908285E+02  -0.7882353290E-05  -0.7882353294E-05   0.3847243014E-15   0.2803479399E-14   0.5742687253E-15
   0.4700000000E+01   0.6576908958E+00  -0.2419049917E-17   0.4952908284E+02  -0.7882352292E-05  -0.7882352295E-05   0.3055769296E-14  -0.1675887180E-15  -0.2069976839E-14
   0.4700000000E+01   0.0000000000E+00   0.6576908958E+00   0.4952908284E+02  -0.7882353782E-05  -0.7882353780E-05  -0.7115900863E-15  -0.2884374939E-15   0.1598321464E-14
   0.4700000000E+01   0.6576908958E+00   0.6576908958E+00   0.4952908284E+02  -0.7882354605E-05  -0.7882354603E-05  -0.1274625116E-14   0.3216193860E-14  -0.1045924100E-14
     1     2     3     4     5     6     7     8
     2     9    10     3     6    11    12     7
 VARIABLES = X,Y,Z,S11,S22,S33,S12,S13,S23
 ZONE, T="0.1000D+02" F=FEPOINT, I=   12 J=    2 ET=BRICK
   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.5663154616E+02  -0.1777467487E-04  -0.1777467486E-04   0.3633010303E-15   0.4798585039E-14   0.1532876944E-14
   0.2500000000E+01   0.0000000000E+00   0.1131272992E-15   0.5663154615E+02  -0.1777467575E-04  -0.1777467575E-04  -0.8128068570E-15   0.7196292077E-15  -0.6689312785E-15
   0.2500000000E+01   0.6383971084E+00   0.1673051524E-16   0.5663154615E+02  -0.1777467536E-04  -0.1777467536E-04   0.9839537870E-15   0.2112787238E-14  -0.2154888106E-15
   0.0000000000E+00   0.6383971084E+00   0.2601178524E-15   0.5663154615E+02  -0.1777467599E-04  -0.1777467600E-04  -0.3605133699E-15  -0.8634965684E-14   0.1773269727E-14
   0.0000000000E+00   0.0000000000E+00   0.6383971084E+00   0.5663154615E+02  -0.1777467485E-04  -0.1777467485E-04   0.2083224145E-15  -0.4763991045E-14  -0.1989410894E-14
   0.2500000000E+01   0.0000000000E+00   0.6383971084E+00   0.5663154615E+02  -0.1777467577E-04  -0.1777467578E-04   0.1742093088E-14  -0.1760813392E-14   0.7572002763E-15
   0.2500000000E+01   0.6383971084E+00   0.6383971084E+00   0.5663154614E+02  -0.1777467526E-04  -0.1777467526E-04  -0.1522113547E-14   0.5836875738E-14   0.1210642744E-14
   0.0000000000E+00   0.6383971084E+00   0.6383971084E+00   0.5663154614E+02  -0.1777467604E-04  -0.1777467604E-04   0.6660653323E-15   0.9509357178E-14  -0.1749018110E-14
   0.5000000000E+01   0.0000000000E+00   0.9609115813E-17   0.5663154615E+02  -0.1777467547E-04  -0.1777467547E-04  -0.1598676239E-15  -0.4272769152E-14   0.7905601725E-15
   0.5000000000E+01   0.6383971084E+00   0.1536239278E-15   0.5663154615E+02  -0.1777467536E-04  -0.1777467537E-04   0.4157468064E-14   0.5075881573E-14  -0.7972077128E-15
   0.5000000000E+01   0.0000000000E+00   0.6383971084E+00   0.5663154615E+02  -0.1777467528E-04  -0.1777467528E-04   0.3710285418E-16   0.3289217339E-15   0.2304625491E-15
   0.5000000000E+01   0.6383971084E+00   0.6383971084E+00   0.5663154614E+02  -0.1777467605E-04  -0.1777467605E-04  -0.6949053333E-14  -0.5620264286E-14  -0.1357305336E-14
     1     2     3     4     5     6     7     8
     2     9    10     3     6    11    12     7
